"rank_abs_delta","parid","county","acres_2020","acres_2026","n_tcc_pixels","mean_tcc_2020","mean_tcc_2025","delta_pp","abs_delta_pp","owner_type_2020","owner_type_2026","owner_type_changed","still_in_cfp_2026"
1791,"33803","Houghton",40,NA,178,81.4550561797753,81.9494382022472,0.49438202247191,0.49438202247191,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1792,"11977","Keweenaw",480,480,2124,78.6313559322034,79.1233521657251,0.491996233521661,0.491996233521661,"Forest Industry","Forest Industry",FALSE,TRUE
1793,"16161","Houghton",39.89,39.89,181,78.8121546961326,78.3204419889503,-0.491712707182316,0.491712707182316,"Forest Industry","Forest Industry",FALSE,TRUE
1794,"21886","Houghton",40,40,179,83.1508379888268,83.6424581005587,0.491620111731834,0.491620111731834,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1795,"35104","Keweenaw",63.45,63.45,292,65.0856164383562,64.5958904109589,-0.489726027397268,0.489726027397268,"Other Business","Other Business",FALSE,TRUE
1796,"12057","Keweenaw",320,320,1412,83.8009915014164,84.2903682719547,0.489376770538243,0.489376770538243,"Forest Industry","Forest Industry",FALSE,TRUE
1797,"6102","Houghton",75.99,75.99,344,82.8779069767442,83.3662790697674,0.488372093023258,0.488372093023258,"Forest Industry","Forest Industry",FALSE,TRUE
1798,"10315","Houghton",40,40,178,83.8820224719101,84.3651685393258,0.483146067415717,0.483146067415717,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1799,"5071","Houghton",80,80,332,83.9578313253012,83.4759036144578,-0.481927710843365,0.481927710843365,"Forest Industry","Forest Industry",FALSE,TRUE
1800,"30487","Keweenaw",280,280,1204,80.515780730897,80.9975083056478,0.481727574750835,0.481727574750835,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1801,"31409","Houghton",80,80,370,81.0891891891892,80.6081081081081,-0.481081081081072,0.481081081081072,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1802,"5195","Keweenaw",80,80,358,81.0167597765363,81.4972067039106,0.480446927374302,0.480446927374302,"Forest Industry","Forest Industry",FALSE,TRUE
1803,"6087","Houghton",40,40,173,78.6820809248555,79.1618497109827,0.479768786127167,0.479768786127167,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1804,"10172","Houghton",160.91,NA,758,79.3218997361478,79.8007915567282,0.478891820580472,0.478891820580472,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1805,"22833","Houghton",200,200,905,81.7767955801105,82.2541436464088,0.477348066298333,0.477348066298333,"Other Business","Other Business",FALSE,TRUE
1806,"35370","Keweenaw",20,20,88,80.5,80.0227272727273,-0.477272727272734,0.477272727272734,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1807,"23231","Keweenaw",207.28,207.28,702,76.4786324786325,76.9544159544159,0.475783475783473,0.475783475783473,"Forest Industry","Other Business",TRUE,TRUE
1808,"23229","Keweenaw",160,160,735,70.9904761904762,71.4639455782313,0.473469387755102,0.473469387755102,"Other","Other",FALSE,TRUE
1809,"33690","Houghton",55,55,248,69.0604838709677,69.5322580645161,0.471774193548384,0.471774193548384,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1810,"29220","Houghton",40,40,179,81.0111731843575,80.5418994413408,-0.469273743016757,0.469273743016757,"Private Individual(s)","Other Business",TRUE,TRUE
1811,"34674","Houghton",104,104,459,82.6514161220044,83.1176470588235,0.466230936819173,0.466230936819173,"Forest Industry","Forest Industry",FALSE,TRUE
1812,"28624","Houghton",160,160,714,80.7689075630252,81.2324929971989,0.463585434173666,0.463585434173666,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1813,"16932","Houghton",80,80,363,82.8567493112948,82.3939393939394,-0.462809917355372,0.462809917355372,"Other Business","Other Business",FALSE,TRUE
1814,"33535","Houghton",36.87,36.87,205,75.6634146341463,76.1219512195122,0.458536585365863,0.458536585365863,"Other Business","Other Business",FALSE,TRUE
1815,"20306","Houghton",320,320,1432,78.3763966480447,78.8344972067039,0.458100558659225,0.458100558659225,"Other Business","Other Business",FALSE,TRUE
1816,"18906","Houghton",24.58,24.58,59,2.88135593220339,2.42372881355932,-0.457627118644067,0.457627118644067,"Forest Industry","Other",TRUE,TRUE
1817,"32926","Houghton",40,40,176,83.5056818181818,83.9602272727273,0.454545454545453,0.454545454545453,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1818,"17505","Houghton",20,20,95,78.3263157894737,78.7789473684211,0.452631578947376,0.452631578947376,"Forest Industry","Forest Industry",FALSE,TRUE
1819,"18886","Houghton",40,40,179,84.1564245810056,84.608938547486,0.452513966480453,0.452513966480453,"Forest Industry","Forest Industry",FALSE,TRUE
1820,"22730","Houghton",40,40,181,80.3977900552486,79.9502762430939,-0.447513812154696,0.447513812154696,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1821,"22767","Houghton",160,160,708,78.5070621468927,78.0621468926554,-0.444915254237287,0.444915254237287,"Other Business","Forest Industry",TRUE,TRUE
1822,"16083","Houghton",80,80,360,82.7472222222222,83.1888888888889,0.441666666666663,0.441666666666663,"Forest Industry","Forest Industry",FALSE,TRUE
1823,"4893","Houghton",320,320,1446,82.2565698478562,82.6977869986169,0.441217150760721,0.441217150760721,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1824,"16989","Houghton",40,40,179,76.6759776536313,77.1117318435754,0.435754189944134,0.435754189944134,"Forest Industry","Forest Industry",FALSE,TRUE
1825,"5136","Houghton",40,40,186,81.3010752688172,81.7365591397849,0.435483870967744,0.435483870967744,"Forest Industry","Forest Industry",FALSE,TRUE
1826,"5084","Houghton",320,320,1508,83.2778514588859,83.7115384615385,0.433687002652519,0.433687002652519,"Forest Industry","Forest Industry",FALSE,TRUE
1827,"29008","Houghton",20,20,90,70.5666666666667,71,0.433333333333337,0.433333333333337,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1828,"18900","Houghton",20,20,90,82.8333333333333,83.2666666666667,0.433333333333337,0.433333333333337,"Forest Industry","Forest Industry",FALSE,TRUE
1829,"32079","Keweenaw",40,40,178,81.0955056179775,81.5280898876404,0.432584269662925,0.432584269662925,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1830,"23183","Keweenaw",40,NA,181,78.6740331491713,78.2430939226519,-0.430939226519328,0.430939226519328,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1831,"30289","Keweenaw",40,40,179,77.1731843575419,77.5977653631285,0.424581005586589,0.424581005586589,"Forest Industry","Other Business",TRUE,TRUE
1832,"10243","Houghton",644.98,644.98,2861,80.512757777001,80.9370849353373,0.424327158336254,0.424327158336254,"Forest Industry","Forest Industry",FALSE,TRUE
1833,"875","Houghton",40,40,180,82.85,83.2722222222222,0.422222222222231,0.422222222222231,"Private Individual(s)","Trust",TRUE,TRUE
1834,"16935","Houghton",435,435,1901,80.9700157811678,80.5491846396633,-0.420831141504465,0.420831141504465,"Other Business","Other Business",FALSE,TRUE
1835,"11942","Keweenaw",640,640,2830,77.8031802120141,78.2233215547703,0.420141342756182,0.420141342756182,"Forest Industry","Forest Industry",FALSE,TRUE
1836,"19755","Keweenaw",40,40,177,77.5649717514124,77.9830508474576,0.418079096045204,0.418079096045204,"Forest Industry","Other Business",TRUE,TRUE
1837,"16900","Houghton",80,80,355,71.1718309859155,71.5887323943662,0.416901408450713,0.416901408450713,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1838,"905","Houghton",80,80,363,79.3856749311295,79.801652892562,0.415977961432517,0.415977961432517,"Forest Industry","Forest Industry",FALSE,TRUE
1839,"10314","Houghton",160,160,703,83.4893314366999,83.9018492176387,0.412517780938828,0.412517780938828,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1840,"19695","Keweenaw",20,20,85,77.4117647058823,77,-0.411764705882348,0.411764705882348,"Forest Industry","Forest Industry",FALSE,TRUE
1841,"18829","Houghton",40,40,180,77.3555555555556,77.7666666666667,0.411111111111111,0.411111111111111,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1842,"11918","Keweenaw",160,160,728,78.4423076923077,78.0315934065934,-0.410714285714292,0.410714285714292,"Forest Industry","Forest Industry",FALSE,TRUE
1843,"31762","Keweenaw",40,40,176,79.3465909090909,78.9375,-0.409090909090907,0.409090909090907,"Club or Group","Other",TRUE,TRUE
1844,"12078","Keweenaw",80,80,361,80.2714681440443,80.6786703601108,0.40720221606648,0.40720221606648,"Forest Industry","Forest Industry",FALSE,TRUE
1845,"34999","Houghton",160,160,705,77.7333333333333,78.1404255319149,0.407092198581566,0.407092198581566,"Other Business","Other Business",FALSE,TRUE
1846,"3536","Houghton",35,35,155,57.9096774193548,58.3161290322581,0.406451612903226,0.406451612903226,"Forest Industry","Forest Industry",FALSE,TRUE
1847,"16153","Houghton",40,40,180,79.9777777777778,79.5722222222222,-0.405555555555551,0.405555555555551,"Forest Industry","Forest Industry",FALSE,TRUE
1848,"10373","Houghton",320,320,1432,74.0349162011173,74.4392458100559,0.404329608938554,0.404329608938554,"Forest Industry","Forest Industry",FALSE,TRUE
1849,"17520","Houghton",160.48,160.48,733,81.1828103683493,81.5866302864939,0.403819918144606,0.403819918144606,"Forest Industry","Forest Industry",FALSE,TRUE
1850,"10318","Houghton",72,72,325,82.2953846153846,82.6984615384615,0.403076923076924,0.403076923076924,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1851,"17507","Houghton",33.54,33.54,169,76.9408284023669,77.3431952662722,0.402366863905328,0.402366863905328,"Forest Industry","Forest Industry",FALSE,TRUE
1852,"32104","Keweenaw",40,NA,179,76.1787709497207,76.5810055865922,0.402234636871512,0.402234636871512,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1853,"6137","Keweenaw",40,40,180,83.3444444444444,83.7444444444444,0.399999999999991,0.399999999999991,"Forest Industry","Forest Industry",FALSE,TRUE
1854,"17980","Keweenaw",160,160,746,75.8646112600536,76.2640750670241,0.399463806970502,0.399463806970502,"Forest Industry","Other Business",TRUE,TRUE
1855,"16267","Keweenaw",80,80,356,83.0421348314607,83.4410112359551,0.398876404494388,0.398876404494388,"Forest Industry","Forest Industry",FALSE,TRUE
1856,"18511","Keweenaw",40,40,180,80.1722222222222,80.5666666666667,0.394444444444446,0.394444444444446,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1857,"30797","Keweenaw",40,40,176,74.9602272727273,74.5681818181818,-0.392045454545453,0.392045454545453,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1858,"30460","Houghton",40,40,182,77.5274725274725,77.1373626373626,-0.390109890109883,0.390109890109883,"Forest Industry","Forest Industry",FALSE,TRUE
1859,"10347","Houghton",160,160,720,81.675,82.0638888888889,0.388888888888886,0.388888888888886,"Forest Industry","Forest Industry",FALSE,TRUE
1860,"33770","Houghton",75,75,337,75.326409495549,75.7151335311573,0.388724035608305,0.388724035608305,"Other Business","Other Business",FALSE,TRUE
1861,"27649","Houghton",274.95,274.95,1196,80.193143812709,80.5802675585284,0.387123745819409,0.387123745819409,"Other Business","Other Business",FALSE,TRUE
1862,"20446","Houghton",160,160,720,77.2972222222222,77.6833333333333,0.38611111111112,0.38611111111112,"Forest Industry","Forest Industry",FALSE,TRUE
1863,"26005","Houghton",80,80,360,83.3333333333333,83.7194444444444,0.38611111111112,0.38611111111112,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1864,"3393","Houghton",32.5,32.5,134,81.8432835820896,82.2238805970149,0.380597014925371,0.380597014925371,"Forest Industry","Forest Industry",FALSE,TRUE
1865,"33960","Houghton",145,145,654,75.8501529051988,75.4740061162079,-0.376146788990837,0.376146788990837,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1866,"16086","Houghton",160,160,732,84.3866120218579,84.0122950819672,-0.374316939890718,0.374316939890718,"Forest Industry","Forest Industry",FALSE,TRUE
1867,"29936","Houghton",40,40,179,79.0279329608938,78.6536312849162,-0.374301675977648,0.374301675977648,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1868,"12021","Keweenaw",320,320,1435,80.8752613240418,81.2473867595819,0.37212543554007,0.37212543554007,"Forest Industry","Forest Industry",FALSE,TRUE
1869,"21463","Keweenaw",80,NA,276,75.9891304347826,76.3586956521739,0.369565217391298,0.369565217391298,"Forest Industry","non-CFP in 2026",FALSE,FALSE
1870,"10154","Houghton",80,80,361,77.9002770083103,78.2686980609418,0.368421052631575,0.368421052631575,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1871,"5085","Houghton",40,40,185,77,77.3621621621622,0.362162162162164,0.362162162162164,"Forest Industry","Forest Industry",FALSE,TRUE
1872,"17999","Keweenaw",80,80,368,79.2010869565217,79.5625,0.361413043478265,0.361413043478265,"Forest Industry","Forest Industry",FALSE,TRUE
1873,"33922","Houghton",25.97,25.97,97,80.1030927835052,80.4639175257732,0.360824742268036,0.360824742268036,"Forest Industry","Forest Industry",FALSE,TRUE
1874,"17497","Houghton",160,160,727,81.767537826685,82.1224209078404,0.354883081155435,0.354883081155435,"Forest Industry","Forest Industry",FALSE,TRUE
1875,"34571","Keweenaw",150,NA,664,79.4984939759036,79.8524096385542,0.353915662650607,0.353915662650607,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1876,"31468","Houghton",240,240,1077,81.6007428040854,81.2479108635097,-0.352831940575683,0.352831940575683,"Forest Industry","Forest Industry",FALSE,TRUE
1877,"19779","Keweenaw",20,20,88,75.5795454545455,75.2272727272727,-0.35227272727272,0.35227272727272,"Forest Industry","Other Business",TRUE,TRUE
1878,"17516","Houghton",43,43,188,79.2872340425532,79.6382978723404,0.351063829787236,0.351063829787236,"Forest Industry","Forest Industry",FALSE,TRUE
1879,"10348","Houghton",160,160,730,83.586301369863,83.2383561643836,-0.347945205479448,0.347945205479448,"Forest Industry","Forest Industry",FALSE,TRUE
1880,"17108","Houghton",120,120,550,79.2272727272727,79.5745454545455,0.347272727272724,0.347272727272724,"Forest Industry","Forest Industry",FALSE,TRUE
1881,"16154","Houghton",160,160,704,81.7443181818182,82.0909090909091,0.346590909090907,0.346590909090907,"Forest Industry","Forest Industry",FALSE,TRUE
1882,"31765","Keweenaw",42.07,42.07,172,78.9244186046512,79.2674418604651,0.343023255813947,0.343023255813947,"Forest Industry","Forest Industry",FALSE,TRUE
1883,"33920","Houghton",33.92,33.92,178,81.438202247191,81.7808988764045,0.342696629213478,0.342696629213478,"Forest Industry","Forest Industry",FALSE,TRUE
1884,"35090","Houghton",80,80,372,72.6478494623656,72.989247311828,0.341397849462368,0.341397849462368,"Forest Industry","Forest Industry",FALSE,TRUE
1885,"12093","Keweenaw",320,320,1424,77.5856741573034,77.9269662921348,0.341292134831463,0.341292134831463,"Other Business","Other Business",FALSE,TRUE
1886,"10364","Houghton",40,40,180,78.0111111111111,78.35,0.338888888888889,0.338888888888889,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1887,"31311","Keweenaw",160,160,708,79.9279661016949,80.2655367231638,0.337570621468927,0.337570621468927,"Forest Industry","Other Business",TRUE,TRUE
1888,"18856","Houghton",20,20,86,42.8255813953488,42.4883720930233,-0.337209302325576,0.337209302325576,"Forest Industry","Forest Industry",FALSE,TRUE
1889,"33707","Houghton",61.3,61.3,294,69.2108843537415,69.5476190476191,0.33673469387756,0.33673469387756,"Other Business","Other Business",FALSE,TRUE
1890,"16938","Houghton",320,320,1472,83.3091032608696,82.9735054347826,-0.335597826086953,0.335597826086953,"Other Business","Other Business",FALSE,TRUE
1891,"10278","Houghton",160,160,719,82.5299026425591,82.1947148817803,-0.335187760778851,0.335187760778851,"Forest Industry","Forest Industry",FALSE,TRUE
1892,"30134","Keweenaw",114,NA,508,77.253937007874,77.5885826771653,0.334645669291334,0.334645669291334,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1893,"6127","Keweenaw",40,40,177,83.9887005649718,84.3220338983051,0.333333333333329,0.333333333333329,"Forest Industry","Forest Industry",FALSE,TRUE
1894,"23676","Houghton",26.32,NA,136,43.3676470588235,43.6985294117647,0.330882352941174,0.330882352941174,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1895,"27142","Houghton",80,80,361,83.6481994459834,83.9778393351801,0.32963988919667,0.32963988919667,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1896,"23201","Keweenaw",40,NA,180,66.0333333333333,66.3611111111111,0.327777777777783,0.327777777777783,"Private Individual(s)","non-CFP in 2026",FALSE,FALSE
1897,"17456","Keweenaw",301.87,301.87,1370,74.4554744525547,74.1277372262774,-0.327737226277364,0.327737226277364,"Other Business","Other Business",FALSE,TRUE
1898,"23311","Keweenaw",263.6,263.6,1102,74.8983666061706,75.2232304900182,0.324863883847556,0.324863883847556,"Forest Industry","Private Individual(s)",TRUE,TRUE
1899,"27086","Keweenaw",120,120,537,79.9459962756052,80.268156424581,0.322160148975797,0.322160148975797,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1900,"21894","Houghton",20,20,87,84.448275862069,84.7701149425287,0.321839080459768,0.321839080459768,"Private Individual(s)","Private Individual(s)",FALSE,TRUE
1901,"16908","Keweenaw",80,80,361,77.185595567867,76.8642659279778,-0.3213296398892,0.3213296398892,"Other Business","Forest Industry",TRUE,TRUE
1902,"34391","Houghton",29.17,29.17,135,81.7111111111111,82.0296296296296,0.318518518518516,0.318518518518516,"Other Business","Other Business",FALSE,TRUE
1903,"17119","Houghton",40,40,179,81.463687150838,81.7821229050279,0.318435754189949,0.318435754189949,"Other Business","Other Business",FALSE,TRUE
